Plant Name,Plant Code,State,Sector Name,Prime Movers,Fuel Types
"Open Range Solar Center, LLC",60332,OR,Electric utility non-cogen,PV,SUN
Open View Solar Farm,58935,VT,Electric utility non-cogen,PV,SUN
Orange County Solar Farm (NY),60229,NY,Electric utility non-cogen,PV,SUN
Orange PV,58411,MA,Electric utility non-cogen,PV,SUN
Orchard Ranch Solar,60010,ID,Electric utility non-cogen,PV,SUN
Oregon Convention Center,60112,OR,Electric utility non-cogen,PV,SUN
Oregon University System OIT Klamath Falls,58961,OR,Electric utility non-cogen,PV,SUN
Oregon University System Rabbit Field,59790,OR,Electric utility non-cogen,PV,SUN
Organ Church Solar,60284,NC,Electric utility non-cogen,PV,SUN
Orion Community Solar,60716,MN,Electric utility non-cogen,PV,SUN
Orion Solar I,58718,CA,Electric utility non-cogen,PV,SUN
Orion Solar II,58721,CA,Electric utility non-cogen,PV,SUN
Oro Loma,59915,CA,Electric utility non-cogen,PV,SUN
Osage (IA),1172,IA,Electric utility,"WT,IC,PV","WND,DFO,SUN"
Osceola Solar Facility,59954,FL,Electric utility,PV,SUN
Oswego County - Fulton Solar,60818,NY,Electric utility non-cogen,PV,SUN
Otarre Solar Park,61699,SC,Electric utility non-cogen,PV,SUN
Otero Solar,58520,NM,Electric utility,PV,SUN
Otis Elevator Company Solar,62228,SC,Electric utility non-cogen,PV,SUN
Otoe Solar Power Generation Station 1 LLC,58612,CA,Electric utility non-cogen,PV,SUN
Ouchchy PV1,59999,NC,Electric utility non-cogen,PV,SUN
Outback Solar At Christmas Valley,58131,OR,Electric utility non-cogen,PV,SUN
Owen Solar,58742,NC,Electric utility non-cogen,PV,SUN
Owens Corning,62439,NJ,Electric utility non-cogen,PV,SUN
Owens Corning Headquarters,60038,OH,Electric utility non-cogen,PV,SUN
Owens Corning at Bethlehem,58550,NY,Electric utility non-cogen,PV,SUN
Owens Valley Solar Project 11,60953,CA,Electric utility non-cogen,PV,SUN
Oxford,60022,MA,Electric utility non-cogen,PV,SUN
Ozarks Natural Energy Community Solar,60924,AR,Electric utility,PV,SUN
PA Solar Park,57256,PA,Electric utility non-cogen,PV,SUN
PCIP Solar,58305,NC,Electric utility non-cogen,PV,SUN
PCSP3 Airport,58538,NC,Electric utility non-cogen,PV,SUN
PFMG Solar Grossmont Helix LLC,62611,CA,Electric utility non-cogen,PV,SUN
PPL Renewable Energy Merck Solar,56889,NJ,Electric utility non-cogen,PV,SUN
PSEG Hackettstown,57204,NJ,Electric utility non-cogen,PV,SUN
PSREC/SIAD Solar,63493,CA,Electric utility,PV,SUN
"PVN Milliken, LLC",60790,CA,Electric utility non-cogen,PV,SUN
Pacific Cruise Ship Terminals Berth 93,57309,CA,Commercial non-cogen,PV,SUN
Pacific Ethanol Madera Solar Array,61989,CA,Industrial non-cogen,PV,SUN
Padelford Solar,58032,MA,Electric utility non-cogen,PV,SUN
Page Solar,62018,NC,Electric utility non-cogen,PV,SUN
Palmer,62135,MA,Electric utility non-cogen,PV,SUN
Palmer Landfill,60076,MA,Electric utility non-cogen,PV,SUN
Palmer Solar Center,61457,VA,Electric utility non-cogen,PV,SUN
Palmer Solar LLC,59866,MA,Electric utility non-cogen,PV,SUN
Palmetto Plains,62679,SC,Electric utility non-cogen,PV,SUN
Palo Verde College,57773,CA,Commercial non-cogen,PV,SUN
Paloma Solar Hybrid,57562,AZ,Electric utility,PV,SUN
Pamlico Partners Solar,58799,NC,Electric utility non-cogen,PV,SUN
Panasonic Carport Solar Hybrid,61439,CO,Electric utility,PV,SUN
"Panda Solar NC 1, LLC",62089,NC,Electric utility non-cogen,PV,SUN
"Panda Solar NC 10, LLC",62128,NC,Electric utility non-cogen,PV,SUN
"Panda Solar NC 11, LLC",62129,NC,Electric utility non-cogen,PV,SUN
"Panda Solar NC 2, LLC",62120,NC,Electric utility non-cogen,PV,SUN
"Panda Solar NC 3, LLC",62121,NC,Electric utility non-cogen,PV,SUN
"Panda Solar NC 4, LLC",62122,NC,Electric utility non-cogen,PV,SUN
"Panda Solar NC 5, LLC",62123,NC,Electric utility non-cogen,PV,SUN
"Panda Solar NC 6, LLC",62124,NC,Electric utility non-cogen,PV,SUN
"Panda Solar NC 7, LLC",62125,NC,Electric utility non-cogen,PV,SUN
"Panda Solar NC 8, LLC",62126,NC,Electric utility non-cogen,PV,SUN
"Panda Solar NC 9, LLC",62127,NC,Electric utility non-cogen,PV,SUN
Panoche Valley Solar Farm,57340,CA,Electric utility non-cogen,PV,SUN
Paradise Solar Energy Center,58569,NJ,Electric utility non-cogen,PV,SUN
Paradise Valley H.S. PV,58293,AZ,Electric utility non-cogen,PV,SUN
Park Meridian #1,59539,CA,Electric utility non-cogen,PV,SUN
Parking Lot Array,63294,OH,Commercial non-cogen,PV,SUN
Parkland Landfill Solar,59001,NJ,Electric utility,PV,SUN
Parlin Solar LLC,59544,NJ,Electric utility non-cogen,PV,SUN
Pasquotank,59530,NC,Electric utility non-cogen,PV,SUN
"Pastime Farm, LLC",60239,IN,Electric utility non-cogen,PV,SUN
Pasto Solar,62389,NY,Electric utility non-cogen,PV,SUN
Pate Farm,58856,NC,Electric utility non-cogen,PV,SUN
Patriots Stadium,58896,NJ,Commercial non-cogen,PV,SUN
"Patua Acquisition Project, LLC",58319,NV,Electric utility non-cogen,"BT,PV","SUN,GEO"
Pavant Solar II LLC,60449,UT,Electric utility non-cogen,PV,SUN
Pavant Solar III,60886,UT,Electric utility non-cogen,PV,SUN
"Pavant Solar, LLC",59702,UT,Electric utility non-cogen,PV,SUN
Pawpaw Solar Plant,59894,GA,Electric utility non-cogen,PV,SUN
Payne Creek Solar,61665,FL,Electric utility,PV,SUN
Paynesville Community Solar,60715,MN,Electric utility non-cogen,PV,SUN
Paynesville Solar,60530,MN,Electric utility non-cogen,PV,SUN
Peace Creek Solar,61666,FL,Electric utility,PV,SUN
Pearl CSG,63060,NY,Electric utility non-cogen,PV,SUN
Pearl City Peninsula Solar Park,58676,HI,Electric utility non-cogen,PV,SUN
Pearl II,63405,NY,Electric utility non-cogen,PV,SUN
Pearl Solar,60682,TX,Electric utility non-cogen,PV,SUN
"Pecan Grove Solar, LLC",62659,NC,Electric utility non-cogen,PV,SUN
Pecan PV1,59157,NC,Electric utility non-cogen,PV,SUN
Pecan Solar,60030,NC,Electric utility non-cogen,PV,SUN
Pegasus Community Solar,61175,MN,Electric utility non-cogen,PV,SUN
Pelzer Solar I,61945,SC,Electric utility non-cogen,PV,SUN
Pemberton Road I,61073,NJ,Electric utility non-cogen,PV,SUN
Pemberton Road II,61074,NJ,Electric utility non-cogen,PV,SUN
Pembroke Lakes Mall,63256,FL,Commercial non-cogen,PV,SUN
Pennsauken Solar,56883,NJ,Electric utility non-cogen,PV,SUN
Penny Hill Solar,63266,NC,Electric utility non-cogen,PV,SUN
Peony Solar,61976,SC,Electric utility non-cogen,PV,SUN
Perdue Bridgeville Photovoltaic,57772,DE,Electric utility non-cogen,PV,SUN
Perdue Salisbury Photovoltaic,57879,MD,Electric utility non-cogen,PV,SUN
"Perkins Solar, LLC",60629,NC,Electric utility non-cogen,PV,SUN
Perry Solar Facility,60071,FL,Electric utility,PV,SUN
Peterson Road Solar,61307,MA,Electric utility non-cogen,PV,SUN
Pfeffers,61185,MD,Electric utility non-cogen,PV,SUN
Pfizer Peapack Solar,60762,NJ,Electric utility non-cogen,PV,SUN
Phantom Solar,60774,TX,Electric utility non-cogen,PV,SUN
Phelan Pinon Hills CSD Solar,63376,CA,Electric utility non-cogen,PV,SUN
Phelps 158 Solar Farm,61134,NC,Electric utility non-cogen,PV,SUN
Philip Morris,59911,VA,Electric utility,PV,SUN
Phoebe Solar,61906,TX,Electric utility non-cogen,PV,SUN
Phoenix Airport East Economy Lot,58708,AZ,Commercial non-cogen,PV,SUN
Phoenix Airport Rental Car Center,58709,AZ,Commercial non-cogen,PV,SUN
Phoenix Solar South Farms LLC Solar Farm,62735,IL,Electric utility non-cogen,PV,SUN
Pickering Solar,58535,PA,Electric utility non-cogen,PV,SUN
"Picture Rocks Solar, LLC",58486,AZ,Electric utility non-cogen,PV,SUN
Pierce College,58248,CA,Commercial non-cogen,PV,SUN
Pierre Solar,60686,SD,Electric utility non-cogen,PV,SUN
Pikes Peak Solar Garden 1 LLC CSG,59848,CO,Electric utility non-cogen,PV,SUN
Pikeville Farm,61404,NC,Electric utility non-cogen,PV,SUN
Pilesgrove,57448,NJ,Electric utility non-cogen,PV,SUN
Pima Community College,62075,AZ,Electric utility non-cogen,PV,SUN
Pima Community College - East Campus,61104,AZ,Electric utility non-cogen,PV,SUN
Pinal Central Energy Center,61678,AZ,Electric utility non-cogen,"BA,PV","MWH,SUN"
Pine Island Solar,60531,MN,Electric utility non-cogen,PV,SUN
Pine Island Solar CSG,60835,MN,Electric utility non-cogen,PV,SUN
Pine Ridge,61617,OK,Electric utility,PV,SUN
Pine Tree Solar Project,57306,CA,Electric utility,PV,SUN
Pinesage,61978,NC,Electric utility non-cogen,PV,SUN
Pioneer Trail Solar Energy Center,61767,FL,Electric utility,PV,SUN
Pittsfield 44 - M&W PV,62264,MA,Electric utility,PV,SUN
Pittsgrove Solar,60740,NJ,Electric utility non-cogen,PV,SUN
Plainfield Community Solar LLC,62579,MA,Electric utility non-cogen,PV,SUN
Plainfield One Solar LLC,59364,NJ,Electric utility non-cogen,PV,SUN
"Playa Solar 1, LLC",59827,NV,Electric utility non-cogen,PV,SUN
Playa Solar 2,60261,NV,Electric utility non-cogen,PV,SUN
Pleasant Valley Solar,60586,GA,Electric utility,PV,SUN
Pleasantdale Road Community Solar,61298,MA,Electric utility non-cogen,PV,SUN
Plymouth Site 1,59137,MA,Electric utility non-cogen,PV,SUN
Plymouth Solar,62266,MA,Electric utility,PV,SUN
Plymouth Solar LLC,58480,NC,Electric utility non-cogen,PV,SUN
Pocono Solar Project,57367,PA,Commercial non-cogen,PV,SUN
Podunk Road CSG,62834,NY,Electric utility non-cogen,PV,SUN
Pohatcong Solar Farm,63150,NJ,Electric utility non-cogen,PV,SUN
Pollocksville Solar,59917,NC,Electric utility non-cogen,PV,SUN
Pool Brook Rd Community Solar Farm,62156,NY,Electric utility non-cogen,PV,SUN
"PopeSun CSG, LLC",61542,MN,Electric utility non-cogen,PV,SUN
Port Allen Solar,58549,HI,Electric utility non-cogen,PV,SUN
Port Richmond WWT Solar,58647,NY,Electric utility non-cogen,PV,SUN
Port of LA Solar FiT Project,61319,CA,Electric utility non-cogen,PV,SUN
Portage Solar,60046,IN,Electric utility non-cogen,PV,SUN
"Portal Ridge Solar B, LLC",60310,CA,Electric utility non-cogen,PV,SUN
"Portal Ridge Solar C, LLC",60311,CA,Electric utility non-cogen,PV,SUN
Porter Solar,59504,NC,Electric utility non-cogen,PV,SUN
Porter Way Community Solar Garden,61500,MN,Electric utility non-cogen,PV,SUN
Porterville 6 and 7,59219,CA,Electric utility non-cogen,PV,SUN
Porterville Solar,58309,CA,Electric utility non-cogen,PV,SUN
"Poseidon Solar, LLC",57318,AZ,Electric utility non-cogen,PV,SUN
PowerFin Kingsbery,61700,TX,Electric utility non-cogen,PV,SUN
Powhatan Solar Power Generation Station 1 LLC,58611,CA,Electric utility non-cogen,PV,SUN
Prairie Fire,58171,AZ,Electric utility,PV,SUN
Prairie Sky Solar Farm,61798,KS,Electric utility,PV,SUN
Prawer Project CSG,63176,MN,Electric utility non-cogen,PV,SUN
Preferred Freezer San Leandro,62578,CA,Commercial non-cogen,PV,SUN
Presbyterian Senior Living Service,60447,MD,Electric utility non-cogen,PV,SUN
Prescott Airport,56228,AZ,Electric utility,PV,SUN
Prescott Solar Plant,58147,AZ,Electric utility non-cogen,PV,SUN
Princeton,59533,NC,Electric utility non-cogen,PV,SUN
"Princeton Energy Center, LLC",61822,NJ,Commercial cogen,"GT,PV","NG,SUN"
Princeton Solar Project,61354,NJ,Electric utility non-cogen,PV,SUN
Princeton University Cogeneration,58584,NJ,Commercial cogen,"GT,PV","NG,SUN"
Progress Manis I,58529,NC,Electric utility non-cogen,PV,SUN
"Progress Solar 1, LLC",58493,NC,Electric utility non-cogen,PV,SUN
"Progress Solar II, LLC",58494,NC,Electric utility non-cogen,PV,SUN
"Progress Solar III, LLC",58495,NC,Electric utility non-cogen,PV,SUN
Prosperity Energy Storage Facility Hybrid,58899,NM,Electric utility,PV,SUN
Providence Solar,60337,TN,Electric utility non-cogen,PV,SUN
Prudential 55 Livingston Roseland Solar,60841,NJ,Electric utility non-cogen,PV,SUN
Prudential 80 Livingston Roseland Solar,60842,NJ,Electric utility non-cogen,PV,SUN
Puller Solar,62140,VA,Electric utility,PV,SUN
Pumpjack Solar I,59322,CA,Electric utility non-cogen,PV,SUN
Putah Creek Solar Farm,59550,CA,Electric utility non-cogen,PV,SUN
QVC Inc,56966,NC,Electric utility non-cogen,PV,SUN
"Quakertown Solar Farm, LLC",61965,NJ,Electric utility non-cogen,PV,SUN
Quarter Horse Solar,62095,NC,Electric utility non-cogen,PV,SUN
Queen Anne's County,58631,MD,Electric utility non-cogen,PV,SUN
Queen Creek Solar Farm,57883,AZ,Electric utility non-cogen,PV,SUN
Questa Solar Facility,57369,NM,Electric utility non-cogen,PV,SUN
Quichapa 1,61119,UT,Electric utility non-cogen,PV,SUN
Quichapa 2,61120,UT,Electric utility non-cogen,PV,SUN
Quichapa 3,61121,UT,Electric utility non-cogen,PV,SUN
Quincy II Solar Garden,61752,CO,Electric utility non-cogen,PV,SUN
Quincy Solar,59506,NC,Electric utility non-cogen,PV,SUN
Quincy Solar,62664,CO,Electric utility non-cogen,PV,SUN
Quinto Solar PV Project,59339,CA,Electric utility non-cogen,PV,SUN
Quitman Solar,62584,GA,Electric utility non-cogen,PV,SUN
Quittacas Pond Solar,58362,MA,Electric utility non-cogen,PV,SUN
RB Manufacturing LLC Belle Mead NJ,61162,NJ,Industrial non-cogen,PV,SUN
RC Energy AA LLC Solar Facility,62756,NM,Electric utility non-cogen,PV,SUN
RCWD PV Project,60426,CA,Electric utility non-cogen,PV,SUN
"RE Adams East, LLC",58984,CA,Electric utility non-cogen,PV,SUN
RE Ajo 1 LLC,57795,AZ,Electric utility non-cogen,PV,SUN
RE Astoria,59976,CA,Electric utility non-cogen,PV,SUN
RE Astoria 2,59977,CA,Electric utility non-cogen,PV,SUN
RE Bagdad Solar I LLC,57790,AZ,Electric utility non-cogen,PV,SUN
RE Barren Ridge 1,60389,CA,Electric utility non-cogen,PV,SUN
RE Bruceville 1,57783,CA,Electric utility non-cogen,PV,SUN
RE Bruceville 2,57784,CA,Electric utility non-cogen,PV,SUN
RE Bruceville 3,57785,CA,Electric utility non-cogen,PV,SUN
RE Camelot LLC,58983,CA,Electric utility non-cogen,PV,SUN
"RE Columbia Two, LLC",58990,CA,Electric utility non-cogen,PV,SUN
RE Dillard 1,57777,CA,Electric utility non-cogen,PV,SUN
RE Dillard 2,57779,CA,Electric utility non-cogen,PV,SUN
RE Dillard 3,57781,CA,Electric utility non-cogen,PV,SUN
RE Garland,60233,CA,Electric utility non-cogen,PV,SUN
RE Garland A,60386,CA,Electric utility non-cogen,PV,SUN
RE Gaskell West 1 LLC,61445,CA,Electric utility non-cogen,PV,SUN
RE Kammerer 1,57778,CA,Electric utility non-cogen,PV,SUN
RE Kammerer 2,57780,CA,Electric utility non-cogen,PV,SUN
RE Kammerer 3,57782,CA,Electric utility non-cogen,PV,SUN
"RE Kansas Solar, LLC",58985,CA,Electric utility non-cogen,PV,SUN
RE Kansas South LLC,58148,CA,Electric utility non-cogen,PV,SUN
"RE Kent South, LLC",58991,CA,Electric utility non-cogen,PV,SUN
RE McKenzie 1,57816,CA,Electric utility non-cogen,PV,SUN
RE McKenzie 2,57817,CA,Electric utility non-cogen,PV,SUN
RE McKenzie 3,57818,CA,Electric utility non-cogen,PV,SUN
RE McKenzie 4,57819,CA,Electric utility non-cogen,PV,SUN
RE McKenzie 5,57820,CA,Electric utility non-cogen,PV,SUN
RE McKenzie 6,57821,CA,Electric utility non-cogen,PV,SUN
RE Mustang LLC,59150,CA,Electric utility non-cogen,PV,SUN
"RE Old River One, LLC",58986,CA,Electric utility non-cogen,PV,SUN
RE Roserock,59994,TX,Electric utility non-cogen,PV,SUN
RE Tranquillity,59939,CA,Electric utility non-cogen,PV,SUN
RE Victor Phelan Solar One LLC,58202,CA,Electric utility non-cogen,PV,SUN
RE-VFO LLC,63455,CA,Electric utility non-cogen,PV,SUN
RGS-Rutland VNM SREC II Project (MA),59777,MA,Electric utility non-cogen,PV,SUN
"RIT Henrietta Solar 1, LLC",62810,NY,Electric utility non-cogen,PV,SUN
RJC I CSG,61504,MN,Electric utility non-cogen,PV,SUN
RJC II Community Solar Garden,61670,MN,Electric utility non-cogen,PV,SUN
"RP-Orlando, LLC",57565,FL,Electric utility non-cogen,PV,SUN
"RT 52 Walden Solar 1, LLC",63000,NY,Electric utility non-cogen,PV,SUN
RV CSU Power II LLC,57507,CO,Commercial non-cogen,PV,SUN
RV CSU Power LLC,57141,CO,Commercial non-cogen,PV,SUN
Radiance Solar 4,58354,CA,Electric utility non-cogen,PV,SUN
Radiance Solar 5,58355,CA,Electric utility non-cogen,PV,SUN
Raeford Farm,58274,NC,Electric utility non-cogen,PV,SUN
Rafael Solar,63206,OR,Electric utility non-cogen,PV,SUN
Rail Trail,60492,MA,Electric utility non-cogen,PV,SUN
Railroad Farm,58316,NC,Electric utility non-cogen,PV,SUN
Railroad Farm 2,61095,NC,Electric utility non-cogen,PV,SUN
"Railroad Solar Center, LLC",60333,OR,Electric utility non-cogen,PV,SUN
"Railroad Solar Farm, LLC",63381,NC,Electric utility non-cogen,PV,SUN
Ramona 1,58909,CA,Electric utility non-cogen,PV,SUN
Ramona 2,58911,CA,Electric utility non-cogen,PV,SUN
Ramona Solar Energy,60995,CA,Electric utility,PV,SUN
Rams Horn Solar Center LLC,58810,NC,Electric utility non-cogen,PV,SUN
"Ranchland Solar, LLC",61813,NC,Electric utility non-cogen,PV,SUN
Rancho Cucamonga Dist #1,59540,CA,Electric utility non-cogen,PV,SUN
"Rancho Seco Solar, LLC",60226,CA,Electric utility non-cogen,PV,SUN
Randolph,61732,MA,Electric utility non-cogen,PV,SUN
Randolph CSG PV1-5,62209,MN,Electric utility non-cogen,PV,SUN
"Rankin Solar Center, LLC",61996,SC,Electric utility non-cogen,PV,SUN
"Ransomville Solar 1, LLC",63012,NY,Electric utility non-cogen,PV,SUN
Rantoul Solar,62451,IL,Electric utility non-cogen,PV,SUN
Raritan ITS,59059,NJ,Electric utility non-cogen,PV,SUN
Raritan Solar,60729,NJ,Electric utility non-cogen,PV,SUN
Raritan Solar - 53 Highway,61601,NJ,Electric utility non-cogen,PV,SUN
Rariton OMP,59055,NJ,Electric utility non-cogen,PV,SUN
"Red Hill Solar Center, LLC",59760,NC,Electric utility non-cogen,PV,SUN
Red Horse 2,58833,AZ,Electric utility non-cogen,"WT,PV","WND,SUN"
Red Horse III,60285,AZ,Electric utility non-cogen,PV,SUN
Red Maple Solar,60962,MN,Electric utility non-cogen,PV,SUN
"Red Oak Solar Farm, LLC",60929,NC,Electric utility non-cogen,PV,SUN
Red Rock,60467,AZ,Electric utility,PV,SUN
"Red Toad 1425 A Powatan Road, LLC",60129,NC,Electric utility non-cogen,PV,SUN
"Red Toad 4451 Buffalo Road, LLC",62131,NC,Electric utility non-cogen,PV,SUN
"Red Toad 5840 Buffalo Road, LLC",62204,NC,Electric utility non-cogen,PV,SUN
Red Wing Community Solar,60796,MN,Electric utility non-cogen,PV,SUN
Redbrook Community Solar 1,61007,MA,Electric utility non-cogen,PV,SUN
Redcrest Solar Farm,58831,CA,Electric utility non-cogen,PV,SUN
Redmon Solar Farm LLC,59114,NC,Electric utility non-cogen,PV,SUN
Redstone Arsenal Hybrid,61901,AL,Electric utility non-cogen,PV,SUN
Redwing Solar,61946,SC,Industrial non-cogen,PV,SUN
Redwood 4 Solar Farm,60490,CA,Electric utility non-cogen,PV,SUN
Reedley Community College Solar,63074,CA,Electric utility non-cogen,PV,SUN
Reeves South,59278,NJ,Electric utility non-cogen,PV,SUN
Reeves Station Rd East,58030,NJ,Electric utility non-cogen,PV,SUN
Regulus Solar Project,57650,CA,Electric utility non-cogen,PV,SUN
Rehoboth Solar,59029,MA,Electric utility non-cogen,PV,SUN
Remington Solar Facility,59685,VA,Electric utility,PV,SUN
Renew Canal 1 CSG LLC,60625,MA,Electric utility non-cogen,PV,SUN
Rengstorf Solar CSG,61383,MN,Electric utility non-cogen,PV,SUN
Rensselaer Solar Site 2,61799,IN,Electric utility,PV,SUN
Richardson Solar,61972,SC,Electric utility non-cogen,PV,SUN
Richland Solar Center,59874,GA,Electric utility non-cogen,PV,SUN
Richmond CSG,61427,MN,Electric utility non-cogen,PV,SUN
Richmond Hayes Solar,62884,GA,Electric utility non-cogen,PV,SUN
Richmond NMCA,62301,RI,Electric utility non-cogen,PV,SUN
Richmond Solar Park 3,62770,IN,Electric utility,PV,SUN
Richmond Solar Site 2,61729,IN,Electric utility,PV,SUN
Ridgeland Solar Project,60659,SC,Electric utility non-cogen,PV,SUN
Riley Road LLC,63369,NY,Electric utility non-cogen,PV,SUN
Rincon Solar I,60702,GA,Electric utility non-cogen,PV,SUN
Rinehart,57685,FL,Electric utility non-cogen,PV,SUN
Rio Bravo Solar 1 LLC,59249,CA,Electric utility non-cogen,PV,SUN
Rio Bravo Solar II LLC,59250,CA,Electric utility non-cogen,PV,SUN
Rio Communities Solar Energy Center,60198,NM,Electric utility,PV,SUN
Rio De Oro Solar Energy Center,62597,NM,Electric utility,PV,SUN
Rio Grande Solar,58500,CA,Electric utility non-cogen,PV,SUN
Rio Rancho High School,58589,NM,Electric utility non-cogen,PV,SUN
Rio Rancho Solar Energy Center,63184,NM,Electric utility,PV,SUN
Rio Rico Solar,59044,AZ,Electric utility,PV,SUN
Rising Paper,60493,MA,Electric utility non-cogen,PV,SUN
"River Bend Solar, LLC",60058,AL,Electric utility non-cogen,PV,SUN
"River Bend Solar, LLC",61289,MT,Electric utility non-cogen,PV,SUN
